Representative,Trimmed_Mean,ReportDate,TransactionDate,Ticker,Transaction,Amount,Party,House,Range,Sentiment,Price,Low_End,High_End,Adjusted_Low_End,Adjusted_High_End,Running_Portfolio_Low_End,Running_Portfolio_High_End,Est_Portfolio_Value,Shares_High_End,Shares_Low_End,Normalized_Amount
David Perdue,37579.94736842105,2020-05-08,2020-04-16,TFC,Sale,1001.0,R,Senate,1001 - 15000,,25.4587326,1001.0,15000.0,1001.0,15000.0,2239177.0,2085000.0,2162088.5,589.1887956747697,39.31853229802963,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,GIS,Sale,1001.0,R,Senate,1001 - 15000,,54.96623611,1001.0,15000.0,1001.0,15000.0,2240178.0,2100000.0,2170089.0,272.8947998182297,18.2111796412032,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,C,Sale,1001.0,R,Senate,1001 - 15000,,35.4137001,1001.0,15000.0,1001.0,15000.0,2241179.0,2115000.0,2178089.5,423.5648903572208,28.265897016505203,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,NSC,Sale,1001.0,R,Senate,1001 - 15000,,143.1862488,1001.0,15000.0,1001.0,15000.0,2242180.0,2130000.0,2186090.0,104.7586631098335,6.990894784862889,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,CAT,Sale,1001.0,R,Senate,1001 - 15000,,104.3366013,1001.0,15000.0,1001.0,15000.0,2262186.0,2255000.0,2258593.0,143.76546497686235,9.593948696122611,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,SO,Sale,1001.0,R,Senate,1001 - 15000,,47.91719818,1001.0,15000.0,1001.0,15000.0,2237175.0,2055000.0,2146087.5,313.0400058795758,20.89020305903036,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,PM,Sale,1001.0,R,Senate,1001 - 15000,,63.19449615,1001.0,15000.0,1001.0,15000.0,2688158.0,2770000.0,2729079.0,237.3624431532081,15.839987039757418,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,PM,Sale,1001.0,R,Senate,1001 - 15000,,63.19449615,1001.0,15000.0,1001.0,15000.0,2244182.0,2160000.0,2202091.0,237.3624431532081,15.839987039757418,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,IDV,Sale,1001.0,R,Senate,1001 - 15000,,18.40790176,1001.0,15000.0,1001.0,15000.0,2412166.0,2355000.0,2383583.0,814.8674517915289,54.378821282888026,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,JNJ,Sale,1001.0,R,Senate,1001 - 15000,,136.3499908,1001.0,15000.0,1001.0,15000.0,2260184.0,2225000.0,2242592.0,110.01100852292834,7.341401302096751,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,JPM,Sale,1001.0,R,Senate,1001 - 15000,,79.27016449,1001.0,15000.0,1001.0,15000.0,2165166.0,1800000.0,1982583.0,189.22630092299437,12.627701814927825,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,BMY,Sale,1001.0,R,Senate,1001 - 15000,,53.79564285,1001.0,15000.0,1001.0,15000.0,2261185.0,2240000.0,2250592.5,278.83299102540605,18.60745493442877,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,LLY,Sale,1001.0,R,Senate,1001 - 15000,,146.9968414,1001.0,15000.0,1001.0,15000.0,2216168.0,1915000.0,2065584.0,102.0430089322994,6.809670129415448,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,DD,Sale,1001.0,R,Senate,1001 - 15000,,33.88805389,1001.0,15000.0,1001.0,15000.0,3114130.0,3285000.0,3199565.0,442.6338570131446,29.538432724677183,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-15,PAGP,Sale,1001.0,R,Senate,1001 - 15000,,5.1165061,1001.0,15000.0,1001.0,15000.0,3017124.0,3005000.0,3011062.0,2931.688090824323,195.64131859434315,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,GIS,Sale,1001.0,R,Senate,1001 - 15000,,54.96623611,1001.0,15000.0,1001.0,15000.0,2753138.0,2670000.0,2711569.0,272.8947998182297,18.2111796412032,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,LLY,Sale,1001.0,R,Senate,1001 - 15000,,146.9968414,1001.0,15000.0,1001.0,15000.0,2752137.0,2655000.0,2703568.5,102.0430089322994,6.809670129415448,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,COP,Sale,1001.0,R,Senate,1001 - 15000,,26.992239,1001.0,15000.0,1001.0,15000.0,2443162.0,2345000.0,2394081.0,555.7152928291721,37.08473387480009,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,EEM,Sale,1001.0,R,Senate,1001 - 15000,,33.18510818,1001.0,15000.0,1001.0,15000.0,2705139.0,2600000.0,2652569.5,452.00997744645593,30.164132494926825,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,JPM,Sale,1001.0,R,Senate,1001 - 15000,,79.27016449,1001.0,15000.0,1001.0,15000.0,2627146.0,2505000.0,2566073.0,189.22630092299437,12.627701814927825,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,PYPL,Sale,1001.0,R,Senate,1001 - 15000,,108.3099976,1001.0,15000.0,1001.0,15000.0,2687157.0,2755000.0,2721078.5,138.4913704402113,9.24199078737677,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,JNJ,Sale,1001.0,R,Senate,1001 - 15000,,136.3499908,1001.0,15000.0,1001.0,15000.0,2629148.0,2535000.0,2582074.0,110.01100852292834,7.341401302096751,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,BMY,Sale,1001.0,R,Senate,1001 - 15000,,53.79564285,1001.0,15000.0,1001.0,15000.0,2621140.0,2415000.0,2518070.0,278.83299102540605,18.60745493442877,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,BX,Sale,1001.0,R,Senate,1001 - 15000,,42.0304718,1001.0,15000.0,1001.0,15000.0,2636155.0,2640000.0,2638077.5,356.88393105308893,23.81605433227613,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,MRK,Sale,1001.0,R,Senate,1001 - 15000,,71.38079071,1001.0,15000.0,1001.0,15000.0,2622141.0,2430000.0,2526070.5,210.14056934365948,14.023380660866875,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,VZ,Sale,1001.0,R,Senate,1001 - 15000,,48.68778229,1001.0,15000.0,1001.0,15000.0,2624143.0,2460000.0,2542071.5,308.08550512026204,20.55957270835882,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,WFC,Sale,1001.0,R,Senate,1001 - 15000,,24.63736153,1001.0,15000.0,1001.0,15000.0,2625144.0,2475000.0,2550072.0,608.8314279000638,40.629350621864255,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,URI,Sale,1001.0,R,Senate,1001 - 15000,,97.50474548,1001.0,15000.0,1001.0,15000.0,2626145.0,2490000.0,2558072.5,153.83866627370227,10.2661669959984,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,SYY,Sale,1001.0,R,Senate,1001 - 15000,,42.12561035,1001.0,15000.0,1001.0,15000.0,2628147.0,2520000.0,2574073.5,356.0779268329343,23.76226698398448,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,BA,Sale,1001.0,R,Senate,1001 - 15000,,134.2400055,1001.0,15000.0,1001.0,15000.0,2630149.0,2550000.0,2590074.5,111.7401622871656,7.456793496630183,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,DIS,Sale,1001.0,R,Senate,1001 - 15000,,102.0199966,1001.0,15000.0,1001.0,15000.0,3115131.0,3300000.0,3207565.5,147.02999901883942,9.811801934523883,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,AFL,Sale,1001.0,R,Senate,1001 - 15000,,32.01890564,1001.0,15000.0,1001.0,15000.0,2631150.0,2565000.0,2598075.0,468.47322543282274,31.26277991055037,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,T,Sale,1001.0,R,Senate,1001 - 15000,,17.55639458,1001.0,15000.0,1001.0,15000.0,2632151.0,2580000.0,2606075.5,854.3895463074059,57.016262390247554,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,PG,Sale,1001.0,R,Senate,1001 - 15000,,111.4191055,1001.0,15000.0,1001.0,15000.0,2633152.0,2595000.0,2614076.0,134.62682125014905,8.984096538093281,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,BP,Sale,1001.0,R,Senate,1001 - 15000,,18.16222,1001.0,15000.0,1001.0,15000.0,2634153.0,2610000.0,2622076.5,825.8902270757649,55.11440782018938,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,NKE,Sale,1001.0,R,Senate,1001 - 15000,,83.66358185,1001.0,15000.0,1001.0,15000.0,2689159.0,2785000.0,2737079.5,179.2894789861307,11.964584564341122,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,DOW,Sale,1001.0,R,Senate,1001 - 15000,,26.46832275,1001.0,15000.0,1001.0,15000.0,2901138.0,2990000.0,2945569.0,566.7151689844043,37.81879227689257,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,DIS,Sale,1001.0,R,Senate,1001 - 15000,,102.0199966,1001.0,15000.0,1001.0,15000.0,2442161.0,2330000.0,2386080.5,147.02999901883942,9.811801934523883,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,DD,Sale,1001.0,R,Senate,1001 - 15000,,33.88805389,1001.0,15000.0,1001.0,15000.0,2164165.0,1785000.0,1974582.5,442.6338570131446,29.538432724677183,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,EEM,Sale,1001.0,R,Senate,1001 - 15000,,33.18510818,1001.0,15000.0,1001.0,15000.0,2411165.0,2340000.0,2375582.5,452.00997744645593,30.164132494926825,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,KO,Sale,1001.0,R,Senate,1001 - 15000,,42.60333633,1001.0,15000.0,1001.0,15000.0,2444163.0,2360000.0,2402081.5,352.08510159420183,23.4958124463864,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,COP,Sale,1001.0,R,Senate,1001 - 15000,,26.992239,1001.0,15000.0,1001.0,15000.0,3116132.0,3315000.0,3215566.0,555.7152928291721,37.08473387480009,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,KO,Sale,1001.0,R,Senate,1001 - 15000,,42.60333633,1001.0,15000.0,1001.0,15000.0,3117133.0,3330000.0,3223566.5,352.08510159420183,23.4958124463864,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,PG,Sale,1001.0,R,Senate,1001 - 15000,,111.4191055,1001.0,15000.0,1001.0,15000.0,2691161.0,2815000.0,2753080.5,134.62682125014905,8.984096538093281,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,CAIFX,Sale,1001.0,R,Senate,1001 - 15000,,48.7779541,1001.0,15000.0,1001.0,15000.0,2900137.0,2975000.0,2937568.5,307.5159726717607,20.521565909628837,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,C,Sale,1001.0,R,Senate,1001 - 15000,,35.4137001,1001.0,15000.0,1001.0,15000.0,3118134.0,3345000.0,3231567.0,423.5648903572208,28.265897016505203,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,CAIFX,Sale,1001.0,R,Senate,1001 - 15000,,48.7779541,1001.0,15000.0,1001.0,15000.0,2163164.0,1770000.0,1966582.0,307.5159726717607,20.521565909628837,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,NSC,Sale,1001.0,R,Senate,1001 - 15000,,143.1862488,1001.0,15000.0,1001.0,15000.0,2690160.0,2800000.0,2745080.0,104.7586631098335,6.990894784862889,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,DOW,Sale,1001.0,R,Senate,1001 - 15000,,26.46832275,1001.0,15000.0,1001.0,15000.0,2410164.0,2325000.0,2367582.0,566.7151689844043,37.81879227689257,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,INTC,Sale,1001.0,R,Senate,1001 - 15000,,54.78768921,1001.0,15000.0,1001.0,15000.0,3149137.0,3460000.0,3304568.5,273.7841331928662,18.27052782173727,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-15,SUN,Sale,1001.0,R,Senate,1001 - 15000,,13.87781715,1001.0,15000.0,1001.0,15000.0,5858102.0,14320000.0,10089051.0,1080.8616252736836,72.12949912659715,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,WFC,Sale,1001.0,R,Senate,1001 - 15000,,24.63736153,1001.0,15000.0,1001.0,15000.0,2235173.0,2025000.0,2130086.5,608.8314279000638,40.629350621864255,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,NKE,Sale,1001.0,R,Senate,1001 - 15000,,83.66358185,1001.0,15000.0,1001.0,15000.0,2243181.0,2145000.0,2194090.5,179.2894789861307,11.964584564341122,0.026636546086308627
David Perdue,37579.94736842105,2019-01-09,2018-12-27,BWXT,Purchase,1001.0,R,Senate,1001 - 15000,,34.7957077,1001.0,15000.0,-1001.0,-15000.0,-1368094.0,-6895000.0,-4131547.0,-431.0876539522144,-28.76791610707777,0.026636546086308627
David Perdue,37579.94736842105,2019-01-09,2018-12-27,ACA,Purchase,1001.0,R,Senate,1001 - 15000,,25.92239761,1001.0,15000.0,-1001.0,-15000.0,-1367093.0,-6880000.0,-4123546.5,-578.6501783389626,-38.61525523448677,0.026636546086308627
David Perdue,37579.94736842105,2019-12-05,2019-11-11,BOIVF,Purchase,1001.0,R,Senate,1001 - 15000,,4.238733292,1001.0,15000.0,-1001.0,-15000.0,-717065.0,-5030000.0,-2873532.5,-3538.793070163283,-236.15545754889644,0.026636546086308627
David Perdue,37579.94736842105,2021-05-02,2020-04-16,SO,Sale,1001.0,R,Senate,1001 - 15000,,47.91719818,1001.0,15000.0,1001.0,15000.0,2623142.0,2445000.0,2534071.0,313.0400058795758,20.89020305903036,0.026636546086308627
David Perdue,37579.94736842105,2020-05-08,2020-04-16,VZ,Sale,1001.0,R,Senate,1001 - 15000,,48.68778229,1001.0,15000.0,1001.0,15000.0,2236174.0,2040000.0,2138087.0,308.08550512026204,20.55957270835882,0.026636546086308627
Mikie Sherrill,4731.6712941176465,2023-03-03,2023-03-03,UBS,Sale,250001.0,D,Representatives,250001-1000000,,21.55414009,250001.0,1000000.0,250001.0,1000000.0,934976.11,6005000.0,3469988.055,46394.7991348515,11598.746178512009,52.83566512973926
Mikie Sherrill,4731.6712941176465,2021-04-01,2021-03-09,UBS,Sale,250001.0,D,Representatives,250001-1000000,,14.4402256,250001.0,1000000.0,250001.0,1000000.0,484973.11,4505000.0,2494986.555,69250.99563541445,17312.81815984925,52.83566512973926
Mikie Sherrill,4731.6712941176465,2019-04-17,2019-03-07,UBS,Sale,250001.0,D,Representatives,250001-1000000,,9.914624214,250001.0,1000000.0,250001.0,1000000.0,250001.0,1000000.0,625000.5,100861.10965133148,25215.37827394252,52.83566512973926
Mikie Sherrill,4731.6712941176465,2020-04-05,2020-02-21,SCHD,Purchase,100001.0,D,Representatives,100001-250000,,51.60837173,100001.0,250000.0,-100001.0,-250000.0,184971.11,3405000.0,1794985.555,-4844.175307601785,-1937.689499741944,21.134392856984796
Mikie Sherrill,4731.6712941176465,2020-04-05,2020-02-21,IGV,Purchase,100001.0,D,Representatives,100001-250000,,256.6998901,100001.0,250000.0,-100001.0,-250000.0,484974.11,4155000.0,2319987.055,-973.899910524348,-389.56385980938137,21.134392856984796
Mikie Sherrill,4731.6712941176465,2020-04-05,2020-02-21,SPYG,Purchase,100001.0,D,Representatives,100001-250000,,43.11447144,100001.0,250000.0,-100001.0,-250000.0,384973.11,3905000.0,2144986.555,-5798.517102266022,-2319.430034974818,21.134392856984796
Mikie Sherrill,4731.6712941176465,2020-04-05,2020-02-21,FDRR,Purchase,100001.0,D,Representatives,100001-250000,,32.62581253,100001.0,250000.0,-100001.0,-250000.0,284972.11,3655000.0,1969986.055,-7662.644409855561,-3065.088414519864,21.134392856984796
Mikie Sherrill,4731.6712941176465,2022-04-06,2022-03-09,UBS,Sale,100001.0,D,Representatives,100001-250000,,16.02018166,100001.0,250000.0,100001.0,250000.0,584974.11,4755000.0,2669987.055,15605.316175921567,6242.18889163333,21.134392856984796
Mikie Sherrill,4731.6712941176465,2020-04-05,2020-02-21,NULG,Purchase,100001.0,D,Representatives,100001-250000,,41.99731827,100001.0,250000.0,-100001.0,-250000.0,84970.11,3155000.0,1619985.055,-5952.761040425356,-2381.128227214304,21.134392856984796
Mikie Sherrill,4731.6712941176465,2021-12-03,2020-04-29,UBS,Sale,100001.0,D,Representatives,100001-250000,,9.567085266,100001.0,250000.0,100001.0,250000.0,184971.11,3405000.0,1794985.555,26131.26078100954,10452.60883744694,21.134392856984796
Mikie Sherrill,4731.6712941176465,2022-05-23,2022-05-23,UBS,Sale,100001.0,D,Representatives,100001-250000,,17.95853424,100001.0,250000.0,100001.0,250000.0,684975.11,5005000.0,2844987.555,13920.957950073773,5568.438863861308,21.134392856984796
Mikie Sherrill,4731.6712941176465,2021-12-03,2020-06-01,UBS,Sale,50001.0,D,Representatives,50001-100000,,9.806206703,50001.0,100000.0,50001.0,100000.0,234972.11,3505000.0,1869986.055,10197.623100215407,5098.913526338707,10.567302099399974
Kelly Loeffler,83489.80597014926,2020-03-31,2020-02-18,ICE,Purchase,5000001.0,R,Senate,5000001 - 25000000,,91.87352753,5000001.0,25000000.0,-5000001.0,-25000000.0,-3114913.0,-19650000.0,-11382456.5,-272113.20466427726,-54422.65181738363,59.88756282159391
Kelly Loeffler,83489.80597014926,2020-08-21,2020-07-22,ICE,Sale,5000001.0,R,Senate,5000001 - 25000000,,92.36928558,5000001.0,25000000.0,5000001.0,25000000.0,23467161.0,95580000.0,59523580.5,270652.7374659381,54130.55831929712,59.88756282159391
Kelly Loeffler,83489.80597014926,2020-03-31,2020-03-11,ICE,Sale,5000001.0,R,Senate,5000001 - 25000000,,82.32327271,5000001.0,25000000.0,5000001.0,25000000.0,2249134.0,6585000.0,4417067.0,303680.8326130017,60736.17866983365,59.88756282159391
Kelly Loeffler,83489.80597014926,2020-05-22,2020-05-20,ICE,Sale,5000001.0,R,Senate,5000001 - 25000000,,89.57049561,5000001.0,25000000.0,5000001.0,25000000.0,19467161.0,75580000.0,47523580.5,279109.7652161356,55821.96420761772,59.88756282159391
Kelly Loeffler,83489.80597014926,2020-03-31,2020-03-11,ICE,Sale,5000001.0,R,Senate,5000001 - 25000000,,82.32327271,5000001.0,25000000.0,5000001.0,25000000.0,7250136.0,31600000.0,19425068.0,303680.8326130017,60736.17866983365,59.88756282159391
Kelly Loeffler,83489.80597014926,2020-05-22,2020-05-20,ICE,Sale,1000001.0,R,Senate,1000001 - 5000000,,89.57049561,1000001.0,5000000.0,1000001.0,5000000.0,14467160.0,50580000.0,32523580.0,55821.95304322711,11164.401773036032,11.977522146326917
Kelly Loeffler,83489.80597014926,2020-05-22,2020-05-20,ICE,Purchase,1000001.0,R,Senate,1000001 - 5000000,,89.57049561,1000001.0,5000000.0,-1000001.0,-5000000.0,18467160.0,70580000.0,44523580.0,-55821.95304322711,-11164.401773036032,11.977522146326917
Kelly Loeffler,83489.80597014926,2020-03-31,2020-02-26,ICE,Sale,1000001.0,R,Senate,1000001 - 5000000,,89.63877869,1000001.0,5000000.0,1000001.0,5000000.0,-2839890.0,-18750000.0,-10794945.0,55779.43020945905,11155.897197777853,11.977522146326917
Kelly Loeffler,83489.80597014926,2020-10-16,2020-09-23,ICE,Sale,1000001.0,R,Senate,1000001 - 5000000,,93.55252838,1000001.0,5000000.0,1000001.0,5000000.0,24217161.0,100080000.0,62148580.5,53445.90987098237,10689.192663378448,11.977522146326917
Kelly Loeffler,83489.80597014926,2020-03-31,2020-02-26,ICE,Purchase,1000001.0,R,Senate,1000001 - 5000000,,89.63877869,1000001.0,5000000.0,-1000001.0,-5000000.0,-3839891.0,-23750000.0,-13794945.5,-55779.43020945905,-11155.897197777853,11.977522146326917
Kelly Loeffler,83489.80597014926,2020-10-16,2020-09-23,ICE,Purchase,250001.0,R,Senate,250001 - 500000,,93.55252838,250001.0,500000.0,-250001.0,-500000.0,23217160.0,95080000.0,59148580.0,-5344.590987098237,-2672.3061827310926,2.994389519714356
Kelly Loeffler,83489.80597014926,2020-03-31,2020-02-26,CME,Purchase,100001.0,R,Senate,100001 - 250000,,194.9064484,100001.0,250000.0,-100001.0,-250000.0,-2869892.0,-18850000.0,-10859946.0,-1282.6666436758078,-513.0717881368978,1.1977629943918435
Kelly Loeffler,83489.80597014926,2020-05-01,2020-02-26,CME,Purchase,100001.0,R,Senate,100001 - 250000,,194.9064484,100001.0,250000.0,-100001.0,-250000.0,-2879896.0,-18900000.0,-10889948.0,-1282.6666436758078,-513.0717881368978,1.1977629943918435
Kelly Loeffler,83489.80597014926,2020-03-31,2020-02-26,ADP,Sale,50001.0,R,Senate,50001 - 100000,,154.5982513,50001.0,100000.0,50001.0,100000.0,-2769891.0,-18600000.0,-10684945.5,646.8378468650894,323.42539181101336,0.5988874859510063
Kelly Loeffler,83489.80597014926,2020-05-01,2020-02-26,ADP,Sale,50001.0,R,Senate,50001 - 100000,,154.5982513,50001.0,100000.0,50001.0,100000.0,-2779895.0,-18650000.0,-10714947.5,646.8378468650894,323.42539181101336,0.5988874859510063
Kelly Loeffler,83489.80597014926,2020-03-31,2020-02-26,AZO,Sale,15001.0,R,Senate,15001 - 50000,,1014.059998,15001.0,50000.0,15001.0,50000.0,-2819892.0,-18700000.0,-10759946.0,49.30674723252421,14.793010304701912,0.17967463004242004
Kelly Loeffler,83489.80597014926,2020-05-01,2020-02-26,AZO,Sale,15001.0,R,Senate,15001 - 50000,,1014.059998,15001.0,50000.0,15001.0,50000.0,-2849894.0,-18800000.0,-10824947.0,49.30674723252421,14.793010304701912,0.17967463004242004
Kelly Loeffler,83489.80597014926,2020-05-01,2020-02-26,NVDA,Sale,15001.0,R,Senate,15001 - 50000,,66.66339111,15001.0,50000.0,15001.0,50000.0,-2864895.0,-18850000.0,-10857447.5,750.0368518231535,225.0260562839825,0.17967463004242004
Kelly Loeffler,83489.80597014926,2020-03-31,2020-02-26,NVDA,Sale,15001.0,R,Senate,15001 - 50000,,66.66339111,15001.0,50000.0,15001.0,50000.0,-2839890.0,-18750000.0,-10794945.0,750.0368518231535,225.0260562839825,0.17967463004242004
Kelly Loeffler,83489.80597014926,2020-05-01,2020-03-11,BKNG,Sale,1001.0,R,Senate,1001 - 15000,,1442.5,1001.0,15000.0,1001.0,15000.0,-2750867.0,-18415000.0,-10582933.5,10.398613518197571,0.6939341421143848,0.011989487678985564
Kelly Loeffler,83489.80597014926,2020-03-31,2020-03-11,BKNG,Sale,1001.0,R,Senate,1001 - 15000,,1442.5,1001.0,15000.0,1001.0,15000.0,2250135.0,6600000.0,4425067.5,10.398613518197571,0.6939341421143848,0.011989487678985564
Suzan K. Delbene,529167.6666666666,2020-09-14,2020-08-31,MSFT,Purchase,5000000.0,D,Representatives,>5000000,,219.5026855,,,,,,,,,,9.448801041635827
Suzan K. Delbene,529167.6666666666,2021-10-15,2021-09-03,MSFT,Sale,5000000.0,D,Representatives,>5000000,,295.7814026,,,,,,,,,,9.448801041635827
Suzan K. Delbene,529167.6666666666,2018-09-14,2018-08-31,MSFT,Purchase,5000000.0,D,Representatives,>5000000,,106.4249878,,,,,,,,,,9.448801041635827
Suzan K. Delbene,529167.6666666666,2018-10-16,2018-09-04,MSFT,Sale,5000000.0,D,Representatives,>5000000,,105.8375626,,,,,,,,,,9.448801041635827
Suzan K. Delbene,529167.6666666666,2019-10-15,2019-09-03,MSFT,Purchase,5000000.0,D,Representatives,>5000000,,130.9139099,,,,,,,,,,9.448801041635827
Suzan K. Delbene,529167.6666666666,2019-10-15,2019-09-04,MSFT,Sale,5000000.0,D,Representatives,>5000000,,132.4440155,,,,,,,,,,9.448801041635827
Suzan K. Delbene,529167.6666666666,2021-10-29,2021-10-18,MSFT,Sale,5000000.0,D,Representatives,>5000000,,301.821991,,,,,,,,,,9.448801041635827
Suzan K. Delbene,529167.6666666666,2020-11-09,2020-09-02,MSFT,Sale,5000000.0,D,Representatives,>5000000,,225.4591217,,,,,,,,,,9.448801041635827
Suzan K. Delbene,529167.6666666666,2021-09-15,2021-08-31,MSFT,Purchase,5000000.0,D,Representatives,>5000000,,296.5082397,,,,,,,,,,9.448801041635827
Tommy Tuberville,35648.32142857143,2023-06-15,2023-05-11,PYPL,Purchase,250001.0,R,Senate,250001 - 500000,-0.1483625,64.18000031,250001.0,500000.0,-250001.0,-500000.0,-1233894.0,-1085000.0,-1159447.0,-7790.58893089619,-3895.3100466259566,7.012980975862418
Tommy Tuberville,35648.32142857143,2023-01-13,2022-12-05,PYPL,Purchase,250001.0,R,Senate,250001 - 500000,0.4112333333333333,73.62000275,250001.0,500000.0,-250001.0,-500000.0,-1216939.0,-1705000.0,-1460969.5,-6791.632454808622,-3395.829810669221,7.012980975862418
Tommy Tuberville,35648.32142857143,2023-06-15,2023-05-10,PYPL,Purchase,250001.0,R,Senate,250001 - 500000,-0.0023238095238095,63.38000107,250001.0,500000.0,-250001.0,-500000.0,-983893.0,-585000.0,-784446.5,-7888.923817589958,-3944.477686642614,7.012980975862418
Tommy Tuberville,35648.32142857143,2022-11-10,2022-10-13,MSFT,Purchase,250001.0,R,Senate,250001 - 500000,0.0726458333333333,231.9987183,250001.0,500000.0,-250001.0,-500000.0,-836943.0,-930000.0,-883471.5,-2155.184320257514,-1077.5964704973976,7.012980975862418
Tommy Tuberville,35648.32142857143,2022-10-12,2022-09-19,MSFT,Purchase,250001.0,R,Senate,250001 - 500000,-0.209205,242.1803436,250001.0,500000.0,-250001.0,-500000.0,-585948.0,-540000.0,-562974.0,-2064.577135235347,-1032.292696771944,7.012980975862418
Tommy Tuberville,35648.32142857143,2023-07-14,2023-06-20,MSFT,Sale,250001.0,R,Senate,250001 - 500000,0.1827941176470589,337.3357849,250001.0,500000.0,250001.0,500000.0,-1037883.0,-620000.0,-828941.5,1482.2026668419428,741.104297826305,7.012980975862418
Tommy Tuberville,35648.32142857143,2022-07-13,2022-06-28,QCOM,Sale,250001.0,R,Senate,250001 - 500000,-0.0249195652173913,127.4532394,250001.0,500000.0,250001.0,500000.0,-478943.0,-260000.0,-369471.5,3923.0073896419135,1961.5115408357365,7.012980975862418
Tommy Tuberville,35648.32142857143,2022-06-13,2022-05-19,PYPL,Purchase,250001.0,R,Senate,250001 - 500000,0.2011888888888889,81.27999878,250001.0,500000.0,-250001.0,-500000.0,-408937.0,15000.0,-196968.5,-6151.574895483776,-3075.799750891679,7.012980975862418
Tommy Tuberville,35648.32142857143,2022-07-13,2022-06-16,QCOM,Purchase,250001.0,R,Senate,250001 - 500000,-0.07002,117.0129089,250001.0,500000.0,-250001.0,-500000.0,-828946.0,-960000.0,-894473.0,-4273.032819202053,-2136.524955666665,7.012980975862418
Tommy Tuberville,35648.32142857143,2022-10-12,2022-09-19,X,Purchase,100001.0,R,Senate,100001 - 250000,0.18235,20.3089962,100001.0,250000.0,-100001.0,-250000.0,-686950.0,-805000.0,-745975.0,-12309.815686508426,-4923.975513866117,2.805209221431985
