Representative,Trimmed_Mean,ReportDate,TransactionDate,Ticker,Transaction,Amount,Party,House,Range,Sentiment,Price,Low_End,High_End,Adjusted_Low_End,Adjusted_High_End,Running_Portfolio_Low_End,Running_Portfolio_High_End,Est_Portfolio_Value,Shares_High_End,Shares_Low_End,Normalized_Amount
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,BTI,Sale,50001.0,D,Representatives,50001-100000,,32.14770508,50001.0,100000.0,50001.0,100000.0,2965161.0,8350000.0,5657580.5,3110.641949437717,1555.3520811383528,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ENGIY,Sale,50001.0,D,Representatives,50001-100000,,16.42000008,50001.0,100000.0,50001.0,100000.0,864055.0,2385000.0,1624527.5,6090.133953275839,3045.127877977452,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,GMAB,Sale,50001.0,D,Representatives,50001-100000,,37.86000061,50001.0,100000.0,50001.0,100000.0,2508132.0,7045000.0,4776566.0,2641.3100472477777,1320.6814367243614,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,EADSY,Sale,50001.0,D,Representatives,50001-100000,,36.25,50001.0,100000.0,50001.0,100000.0,1670102.0,4875000.0,3272551.0,2758.620689655173,1379.3379310344828,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,LVMUY,Sale,50001.0,D,Representatives,50001-100000,,182.8399963,50001.0,100000.0,50001.0,100000.0,1817109.0,5255000.0,3536054.5,546.9262854059684,273.46861196583825,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ALIZY,Sale,50001.0,D,Representatives,50001-100000,,22.55999947,50001.0,100000.0,50001.0,100000.0,1767108.0,5155000.0,3461054.0,4432.624217610409,2216.3564350473807,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,PUK,Sale,50001.0,D,Representatives,50001-100000,,26.88999939,50001.0,100000.0,50001.0,100000.0,1882111.0,5405000.0,3643555.5,3718.854677147689,1859.464527120616,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,KKPNY,Sale,50001.0,D,Representatives,50001-100000,,3.454114676,50001.0,100000.0,50001.0,100000.0,2226124.0,6365000.0,4295562.0,28950.978580654395,14475.778800113005,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NGG,Sale,50001.0,D,Representatives,50001-100000,,64.45999908,50001.0,100000.0,50001.0,100000.0,5048285.0,14545000.0,9796642.5,1551.349696358078,775.6903616760027,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,RHHBY,Sale,50001.0,D,Representatives,50001-100000,,37.33000183,50001.0,100000.0,50001.0,100000.0,2276125.0,6465000.0,4370562.5,2678.8104767687337,1339.4320264891344,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,CSLLY,Sale,50001.0,D,Representatives,50001-100000,,88.27999878,50001.0,100000.0,50001.0,100000.0,4083210.0,11470000.0,7776605.0,1132.759417557391,566.3910363728711,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ING,Sale,50001.0,D,Representatives,50001-100000,,13.19007969,50001.0,100000.0,50001.0,100000.0,2800150.0,7875000.0,5337575.0,7581.455332359709,3790.803480733178,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,DEO,Sale,50001.0,D,Representatives,50001-100000,,166.9156494,50001.0,100000.0,50001.0,100000.0,2633145.0,7445000.0,5039072.5,599.1049991984754,299.55849064922967,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ISNPY,Sale,50001.0,D,Representatives,50001-100000,,15.59000015,50001.0,100000.0,50001.0,100000.0,2865152.0,8025000.0,5445076.0,6414.368123017625,3207.248205190043,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,RELX,Sale,50001.0,D,Representatives,50001-100000,,31.50891685,50001.0,100000.0,50001.0,100000.0,2458131.0,6945000.0,4701565.5,3173.704779382158,1586.8841267388727,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NTTYY,Sale,50001.0,D,Representatives,50001-100000,,29.47999954,50001.0,100000.0,50001.0,100000.0,5393290.0,15795000.0,10594145.0,3392.13031073202,1696.099076669117,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,SAN,Sale,50001.0,D,Representatives,50001-100000,,3.589999914,50001.0,100000.0,50001.0,100000.0,6170326.0,18450000.0,12310163.0,27855.153870624858,13927.855486851136,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,LYG,Sale,50001.0,D,Representatives,50001-100000,,2.132436514,50001.0,100000.0,50001.0,100000.0,2559134.0,7160000.0,4859567.0,46894.71379029294,23447.82584228437,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,BNPQY,Sale,50001.0,D,Representatives,50001-100000,,30.42000008,50001.0,100000.0,50001.0,100000.0,6268333.0,18745000.0,12506666.5,3287.310970973541,1643.6883585964802,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NVS,Sale,50001.0,D,Representatives,50001-100000,,96.55000305,50001.0,100000.0,50001.0,100000.0,6017306.0,17855000.0,11936153.0,1035.7327482238748,517.8767314394197,1.9360684493895273
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,RTO,Sale,15001.0,D,Representatives,15001-50000,,38.24735641,15001.0,50000.0,15001.0,50000.0,2408130.0,6845000.0,4626565.0,1307.27989312556,392.21011353553047,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,AMADY,Sale,15001.0,D,Representatives,15001-50000,,71.95700073,15001.0,50000.0,15001.0,50000.0,4641256.0,13315000.0,8978128.0,694.8594228880112,208.4717240548611,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,SDVKY,Sale,15001.0,D,Representatives,15001-50000,,18.90999985,15001.0,50000.0,15001.0,50000.0,2029117.0,5835000.0,3932058.5,2644.103669836888,793.2839830244632,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,CRH,Sale,15001.0,D,Representatives,15001-50000,,54.0,15001.0,50000.0,15001.0,50000.0,4529242.0,12860000.0,8694621.0,925.925925925926,277.7962962962963,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,PPRUY,Sale,15001.0,D,Representatives,15001-50000,,53.00999832,15001.0,50000.0,15001.0,50000.0,4563248.0,13020000.0,8791624.0,943.2182905981272,282.9843515452501,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,KRYAY,Sale,15001.0,D,Representatives,15001-50000,,97.0,15001.0,50000.0,15001.0,50000.0,4579250.0,13085000.0,8832125.0,515.4639175257732,154.64948453608247,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,TMSNY,Sale,15001.0,D,Representatives,15001-50000,,77.83000183,15001.0,50000.0,15001.0,50000.0,4594251.0,13135000.0,8864625.5,642.4257847149019,192.7405839301649,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,TLGPY,Sale,15001.0,D,Representatives,15001-50000,,14.07999992,15001.0,50000.0,15001.0,50000.0,4609252.0,13185000.0,8897126.0,3551.1363838132747,1065.411937871659,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,TEF,Sale,15001.0,D,Representatives,15001-50000,,3.920000076,15001.0,50000.0,15001.0,50000.0,4625254.0,13250000.0,8937627.0,12755.101793523536,3826.7856400929313,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ADDYY,Sale,15001.0,D,Representatives,15001-50000,,92.19999695,15001.0,50000.0,15001.0,50000.0,1832110.0,5305000.0,3568555.0,542.2993671801852,162.70065614139915,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,AON,Sale,15001.0,D,Representatives,15001-50000,,336.8709412,15001.0,50000.0,15001.0,50000.0,4707259.0,13480000.0,9093629.5,148.42479384505606,44.53040664939372,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,MURGY,Sale,15001.0,D,Representatives,15001-50000,,35.95000076,15001.0,50000.0,15001.0,50000.0,4980280.0,14350000.0,9665140.0,1390.8205547420412,417.2739828337072,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NTDOY,Sale,15001.0,D,Representatives,15001-50000,,11.11999989,15001.0,50000.0,15001.0,50000.0,4787262.0,13680000.0,9233631.0,4496.402922176648,1349.0108047114377,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,MBGYY,Sale,15001.0,D,Representatives,15001-50000,,19.81999969,15001.0,50000.0,15001.0,50000.0,4807268.0,13805000.0,9306134.0,2522.7043785084943,756.8617676401185,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,MGDDY,Sale,15001.0,D,Representatives,15001-50000,,14.44999981,15001.0,50000.0,15001.0,50000.0,4823270.0,13870000.0,9346635.0,3460.207657954288,1038.1315015394457,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,CMWAY,Sale,15001.0,D,Representatives,15001-50000,,64.63842773,15001.0,50000.0,15001.0,50000.0,4544243.0,12910000.0,8727121.5,773.5336665188406,232.07557062898252,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,CRZBY,Sale,15001.0,D,Representatives,15001-50000,,11.56000042,15001.0,50000.0,15001.0,50000.0,4514241.0,12810000.0,8662120.5,4325.259358424833,1297.6643127146183,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,DWAHY,Sale,15001.0,D,Representatives,15001-50000,,26.09000015,15001.0,50000.0,15001.0,50000.0,4017207.0,11305000.0,7661103.5,1916.4430706222129,574.9712500480763,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,DANOY,Sale,15001.0,D,Representatives,15001-50000,,12.13000011,15001.0,50000.0,15001.0,50000.0,4032208.0,11355000.0,7693604.0,4122.011504252163,1236.685891505734,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,SFTBY,Sale,15001.0,D,Representatives,15001-50000,,23.98999977,15001.0,50000.0,15001.0,50000.0,443027.0,1070000.0,756513.5,2084.201770711397,625.3022152488332,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,DBOEY,Sale,15001.0,D,Representatives,15001-50000,,17.70999908,15001.0,50000.0,15001.0,50000.0,4255221.0,11925000.0,8090110.5,2823.263839491967,847.0356171243799,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,SKHHY,Sale,15001.0,D,Representatives,15001-50000,,23.09000015,15001.0,50000.0,15001.0,50000.0,428026.0,1020000.0,724013.0,2165.439570168214,649.6751798418676,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,DHLGY,Sale,15001.0,D,Representatives,15001-50000,,48.45999908,15001.0,50000.0,15001.0,50000.0,4270222.0,11975000.0,8122611.0,1031.7788062161885,309.5542774409809,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,DTEGY,Sale,15001.0,D,Representatives,15001-50000,,21.32999992,15001.0,50000.0,15001.0,50000.0,4285223.0,12025000.0,8155111.5,2344.116276958711,703.2817654131525,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,YASKY,Sale,15001.0,D,Representatives,15001-50000,,85.16000366,15001.0,50000.0,15001.0,50000.0,4302226.0,12105000.0,8203613.0,587.1300827983079,176.15076744114833,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,HLN,Sale,15001.0,D,Representatives,15001-50000,,8.075320244,15001.0,50000.0,15001.0,50000.0,5472299.0,16105000.0,10788649.5,6191.70490943071,1857.6353069274016,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,KDDIY,Sale,15001.0,D,Representatives,15001-50000,,15.21000004,15001.0,50000.0,15001.0,50000.0,4334230.0,12235000.0,8284615.0,3287.310970973541,986.2590375114818,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,SMCAY,Sale,15001.0,D,Representatives,15001-50000,,27.10000038,15001.0,50000.0,15001.0,50000.0,410022.0,925000.0,667511.0,1845.0184243133947,553.5424276625047,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,TT,Sale,15001.0,D,Representatives,15001-50000,,193.6000061,15001.0,50000.0,15001.0,50000.0,4349231.0,12285000.0,8317115.5,258.2644546724526,77.48450169082923,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,SNN,Sale,15001.0,D,Representatives,15001-50000,,30.30999947,15001.0,50000.0,15001.0,50000.0,341016.0,715000.0,528008.0,1649.6206161101593,494.91917724537,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,TKOMY,Sale,15001.0,D,Representatives,15001-50000,,23.18000031,15001.0,50000.0,15001.0,50000.0,4482237.0,12680000.0,8581118.5,2157.031895225199,647.1527092054641,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,TOELY,Sale,15001.0,D,Representatives,15001-50000,,71.0,15001.0,50000.0,15001.0,50000.0,4466235.0,12615000.0,8540617.5,704.2253521126761,211.28169014084503,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,KBCSY,Sale,15001.0,D,Representatives,15001-50000,,35.47999954,15001.0,50000.0,15001.0,50000.0,4319229.0,12185000.0,8252114.5,1409.244663141278,422.8015838356462,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,BBVA,Sale,15001.0,D,Representatives,15001-50000,,7.579999924,15001.0,50000.0,15001.0,50000.0,6200328.0,18550000.0,12375164.0,6596.306134738689,1979.0237665443017,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,MTSFY,Sale,15001.0,D,Representatives,15001-50000,,59.22000122,15001.0,50000.0,15001.0,50000.0,4904274.0,14085000.0,9494637.0,844.309337553911,253.3096874529244,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ALPMY,Sale,15001.0,D,Representatives,15001-50000,,14.39999962,15001.0,50000.0,15001.0,50000.0,5602302.0,16455000.0,11028651.0,3472.222313850312,1041.7361386013704,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ATLKY,Sale,15001.0,D,Representatives,15001-50000,,13.86999989,15001.0,50000.0,15001.0,50000.0,5717304.0,16755000.0,11236152.0,3604.902696217685,1081.5429069192298,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,CJPRY,Sale,15001.0,D,Representatives,15001-50000,,12.39999962,15001.0,50000.0,15001.0,50000.0,6035310.0,17950000.0,11992655.0,4032.258188085332,1209.758101589361,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,CLLNY,Sale,15001.0,D,Representatives,15001-50000,,19.87999916,15001.0,50000.0,15001.0,50000.0,6051312.0,18015000.0,12033156.0,2515.090649530993,754.5774966722886,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,CGEMY,Sale,15001.0,D,Representatives,15001-50000,,37.38999939,15001.0,50000.0,15001.0,50000.0,6083316.0,18145000.0,12114158.0,1337.2559726056738,401.2035369011543,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,CHEOY,Sale,15001.0,D,Representatives,15001-50000,,74.47000122,15001.0,50000.0,15001.0,50000.0,4499240.0,12760000.0,8629620.0,671.41129556705,201.4368168960264,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,CAJPY,Sale,15001.0,D,Representatives,15001-50000,,26.34000015,15001.0,50000.0,15001.0,50000.0,6098317.0,18195000.0,12146658.5,1898.2535958717524,569.5140438334431,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,BCS,Sale,15001.0,D,Representatives,15001-50000,,7.508707523,15001.0,50000.0,15001.0,50000.0,6120325.0,18350000.0,12235162.5,6658.935621988801,1997.8138653090805,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,BAYRY,Sale,15001.0,D,Representatives,15001-50000,,13.64000034,15001.0,50000.0,15001.0,50000.0,6185327.0,18500000.0,12342663.5,3665.689058186637,1099.7800312371546,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,MIELY,Sale,15001.0,D,Representatives,15001-50000,,28.27000046,15001.0,50000.0,15001.0,50000.0,4839272.0,13935000.0,9387136.0,1768.6593274289603,530.6331714152367,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,BMRRY,Sale,15001.0,D,Representatives,15001-50000,,27.72999954,15001.0,50000.0,15001.0,50000.0,6216330.0,18615000.0,12415665.0,1803.1013642057924,540.9664712890219,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ASAZY,Sale,15001.0,D,Representatives,15001-50000,,11.61999989,15001.0,50000.0,15001.0,50000.0,5587301.0,16405000.0,10996150.5,4302.926030406356,1290.963867642515,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NMR,Sale,15001.0,D,Representatives,15001-50000,,3.859999895,15001.0,50000.0,15001.0,50000.0,6068315.0,18095000.0,12081657.5,12953.368228006131,3886.2695357663993,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,HVRRY,Sale,15001.0,D,Representatives,15001-50000,,102.5699997,15001.0,50000.0,15001.0,50000.0,5457298.0,16055000.0,10756149.0,487.47197178747774,146.25134097567908,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,MRAAY,Sale,15001.0,D,Representatives,15001-50000,,13.97999954,15001.0,50000.0,15001.0,50000.0,4995281.0,14400000.0,9697640.5,3576.5380289847994,1073.0329394560194,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,MFG,Sale,15001.0,D,Representatives,15001-50000,,3.170000076,15001.0,50000.0,15001.0,50000.0,4919275.0,14135000.0,9527137.5,15772.870284309734,4732.176542698607,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NICE,Sale,15001.0,D,Representatives,15001-50000,,202.1100006,15001.0,50000.0,15001.0,50000.0,4934276.0,14185000.0,9559638.0,247.39003439496304,74.2219581191768,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,MHGVY,Sale,15001.0,D,Representatives,15001-50000,,16.06999969,15001.0,50000.0,15001.0,50000.0,4949277.0,14235000.0,9592138.5,3111.38773892534,933.4785494323804,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,MTUAY,Sale,15001.0,D,Representatives,15001-50000,,125.1999969,15001.0,50000.0,15001.0,50000.0,4965279.0,14300000.0,9632639.5,399.36103225254953,119.81629689640992,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,HDB,Sale,15001.0,D,Representatives,15001-50000,,66.18000031,15001.0,50000.0,15001.0,50000.0,5442297.0,16005000.0,10723648.5,755.5152578693,226.66968766594735,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NWG,Sale,15001.0,D,Representatives,15001-50000,,5.842225552,15001.0,50000.0,15001.0,50000.0,5063286.0,14595000.0,9829143.0,8558.382341620349,2567.685870132937,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NTES,Sale,15001.0,D,Representatives,15001-50000,,97.36000061,15001.0,50000.0,15001.0,50000.0,5328288.0,15645000.0,10486644.0,513.5579261167796,154.07764899355624,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NCMGY,Sale,15001.0,D,Representatives,15001-50000,,17.6987648,15001.0,50000.0,15001.0,50000.0,5343289.0,15695000.0,10519144.5,2825.0559044662823,847.5732724579741,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,NDEKY,Sale,15001.0,D,Representatives,15001-50000,,35.59999847,15001.0,50000.0,15001.0,50000.0,5409292.0,15860000.0,10634646.0,1404.4944423841712,421.3764226040991,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ARKAY,Sale,15001.0,D,Representatives,15001-50000,,96.62000275,15001.0,50000.0,15001.0,50000.0,5426295.0,15940000.0,10683147.5,517.4911879207124,155.25770619997215,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,VWAPY,Sale,15001.0,D,Representatives,15001-50000,,13.35499954,15001.0,50000.0,15001.0,50000.0,2913158.0,8220000.0,5566579.0,3743.9162652341056,1123.2497578955365,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,SOBKY,Sale,15001.0,D,Representatives,15001-50000,,10.78999996,15001.0,50000.0,15001.0,50000.0,458028.0,1120000.0,789014.0,4633.920313749473,1390.2687725311168,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,KUBTY,Sale,15001.0,D,Representatives,15001-50000,,72.04000092,15001.0,50000.0,15001.0,50000.0,475031.0,1200000.0,837515.5,694.0588473273996,208.2315353751664,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,BDNNY,Sale,15001.0,D,Representatives,15001-50000,,59.91999817,15001.0,50000.0,15001.0,50000.0,6283334.0,18795000.0,12539167.0,834.4459533884528,250.3504749356036,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,PROSY,Sale,15001.0,D,Representatives,15001-50000,,14.14999962,15001.0,50000.0,15001.0,50000.0,1460096.0,4325000.0,2892548.0,3533.568999488072,1060.1413712264114,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,OLYMY,Sale,15001.0,D,Representatives,15001-50000,,15.68999958,15001.0,50000.0,15001.0,50000.0,1394093.0,4160000.0,2777046.5,3186.7432338070207,956.0867050067824,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,OMRNY,Sale,15001.0,D,Representatives,15001-50000,,60.84000015,15001.0,50000.0,15001.0,50000.0,1379092.0,4110000.0,2744546.0,821.8277428784654,246.5647594183972,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,OLCLY,Sale,15001.0,D,Representatives,15001-50000,,39.21500015,15001.0,50000.0,15001.0,50000.0,1363090.0,4045000.0,2704045.0,1275.02230801343,382.5321928501892,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,JAPAY,Sale,15001.0,D,Representatives,15001-50000,,10.76000023,15001.0,50000.0,15001.0,50000.0,2898157.0,8170000.0,5534078.5,4646.840049370519,1394.1449516121434,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,PRNDY,Sale,15001.0,D,Representatives,15001-50000,,43.27999878,15001.0,50000.0,15001.0,50000.0,1344085.0,3935000.0,2639542.5,1155.2680547464654,346.60352178503456,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,LRLCY,Sale,15001.0,D,Representatives,15001-50000,,89.5,15001.0,50000.0,15001.0,50000.0,1329084.0,3885000.0,2607042.0,558.659217877095,167.60893854748602,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,UPMMY,Sale,15001.0,D,Representatives,15001-50000,,30.40999985,15001.0,50000.0,15001.0,50000.0,3032165.0,8530000.0,5781082.5,1644.1959962719304,493.2916828015045,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,IFNNY,Sale,15001.0,D,Representatives,15001-50000,,39.99000168,15001.0,50000.0,15001.0,50000.0,2749148.0,7760000.0,5254574.0,1250.3125256182786,375.1187639359959,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,WJRYY,Sale,15001.0,D,Representatives,15001-50000,,41.27000046,15001.0,50000.0,15001.0,50000.0,3151171.0,8890000.0,6020585.5,1211.53378828918,363.4843671625198,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,HSQVY,Sale,15001.0,D,Representatives,15001-50000,,17.68000031,15001.0,50000.0,15001.0,50000.0,3368177.0,9420000.0,6394088.5,2828.05424905561,848.472835801664,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,VEOEY,Sale,15001.0,D,Representatives,15001-50000,,15.77000046,15001.0,50000.0,15001.0,50000.0,3483179.0,9720000.0,6601589.5,3170.576952538656,951.2364973006474,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,GVDNY,Sale,15001.0,D,Representatives,15001-50000,,66.16000366,15001.0,50000.0,15001.0,50000.0,1284081.0,3735000.0,2509540.5,755.7436099452598,226.73819785577683,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,HXGBY,Sale,15001.0,D,Representatives,15001-50000,,11.56999969,15001.0,50000.0,15001.0,50000.0,3598181.0,10020000.0,6809090.5,4321.521291242144,1296.542817798468,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,JHX,Sale,15001.0,D,Representatives,15001-50000,,26.07999992,15001.0,50000.0,15001.0,50000.0,2883156.0,8120000.0,5501578.0,1917.1779199913435,575.1917195558028,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,IHG,Sale,15001.0,D,Representatives,15001-50000,,69.58000183,15001.0,50000.0,15001.0,50000.0,2815151.0,7925000.0,5370075.5,718.5972791745758,215.59355569795625,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,DKILY,Sale,15001.0,D,Representatives,15001-50000,,20.37999916,15001.0,50000.0,15001.0,50000.0,4001205.0,11240000.0,7620602.5,2453.3857733485797,736.0647997200408,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ATEYY,Sale,15001.0,D,Representatives,15001-50000,,139.3000031,15001.0,50000.0,15001.0,50000.0,1299082.0,3785000.0,2542041.0,358.9375368793513,107.68843981454296,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,LGRDY,Sale,15001.0,D,Representatives,15001-50000,,19.40500069,15001.0,50000.0,15001.0,50000.0,1897112.0,5455000.0,3676056.0,2576.655409539179,773.0481559699444,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,LZAGY,Sale,15001.0,D,Representatives,15001-50000,,59.63999939,15001.0,50000.0,15001.0,50000.0,1314083.0,3835000.0,2574541.5,838.3635229946638,251.52582416885903,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,GSK,Sale,15001.0,D,Representatives,15001-50000,,33.50135803,15001.0,50000.0,15001.0,50000.0,1620101.0,4775000.0,3197550.5,1492.476811096007,447.772892865024,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,ALC,Sale,15001.0,D,Representatives,15001-50000,,82.23999786,15001.0,50000.0,15001.0,50000.0,1715105.0,5025000.0,3370052.5,607.9766695169026,182.40516038846116,0.5808476392330613
Daniel Goldman,25826.049701789263,2023-08-13,2023-07-10,FUJIY,Sale,15001.0,D,Representatives,15001-50000,,58.72999954,15001.0,50000.0,15001.0,50000.0,2060120.0,5950000.0,4005060.0,851.3536589753564,255.42312476578644,0.5808476392330613
